symbol,timeframe,slice_combination,sample_count,mean_fwd_ret_5,side,tradeable_mean_fwd_ret_5,win_rate,mean_mfe_5,mean_mae_5,fwd_ret_ratio,research_shard_id
AFRM,1h,state_volume=vol_surge + state_ext=stretched_up + state_slope=downtrend,19,0.0253790928519289,long,0.0253790928519289,0.7894736842105263,0.0483511619970958,-0.0177498078815795,0.8260907313934865,1h-00
AFRM,1h,state_volume=vol_normal + state_ext=stretched_down + state_slope=uptrend,16,0.025322641069401,long,0.025322641069401,0.75,0.0386614921391564,-0.0112289603611121,0.7563561932247727,1h-00
ADI,1h,state_ext=stretched_down + state_slope=uptrend,15,0.0248703202612611,long,0.0248703202612611,0.7333333333333333,0.0371160224358385,-0.0115791132392842,0.4950923760413346,1h-00
ADI,1h,state_ext=stretched_down + state_slope=uptrend + state_vol=high_vol,15,0.0248703202612611,long,0.0248703202612611,0.7333333333333333,0.0371160224358385,-0.0115791132392842,0.4950923760413346,1h-00
ARKG,1h,state_vix=vix_high + state_breadth=breadth_mixed + state_ext=stretched_down,17,0.0245135794877604,long,0.0245135794877604,0.5882352941176471,0.0536222654570338,-0.0291251250845362,0.6043907962527293,1h-00
ADI,1h,cross_TLT_state_ext=stretched_down + state_ext=stretched_down,20,0.0244903026602586,long,0.0244903026602586,0.7,0.0404100062009464,-0.010591045462209,0.57315478227817,1h-00
AMGN,1h,cross_TLT_state_ext=stretched_up + state_ext=neutral,23,-0.0243883064081148,short,0.0243883064081148,0.3043478260869565,0.0019089421843428,-0.0369566394923116,-0.5980790467248785,1h-00
AMZN,1h,cross_TLT_state_ext=stretched_down + state_ext=stretched_down,15,0.0238168631304381,long,0.0238168631304381,0.6666666666666666,0.0374517954778174,-0.010432757852111,0.7410985653980272,1h-00
AMAT,1h,state_vix=vix_high + state_session=afternoon + state_ext=stretched_down,23,0.023644862989591,long,0.023644862989591,0.8260869565217391,0.0446138534120075,-0.0151052347466819,0.6156484163980926,1h-00
ADBE,1h,state_vix=vix_high + state_breadth=breadth_mixed + state_ext=stretched_down,28,-0.0235480378795632,short,0.0235480378795632,0.2857142857142857,0.0067342963932328,-0.04234489885236,-0.7035175485691078,1h-00
AMD,1h,cross_TLT_state_ext=stretched_down + state_ext=stretched_down,27,0.0231188586825628,long,0.0231188586825628,0.6296296296296297,0.0511033948936632,-0.022623524355193,0.3584098145966483,1h-00
AFRM,1h,state_volume=vol_surge + state_ext=neutral + state_slope=downtrend,37,0.0227683726982418,long,0.0227683726982418,0.7567567567567568,0.0466267512036454,-0.0160599893359019,0.5224407925023457,1h-00
ARKK,1h,cross_TLT_state_ext=stretched_down + state_ext=stretched_down,21,0.0225911516356445,long,0.0225911516356445,0.7142857142857143,0.0443473558325391,-0.0171908134445742,0.5177652884247794,1h-00
AA,1h,state_vix=vix_high + state_breadth=breadth_mixed + state_ext=neutral,18,0.0225678562683422,long,0.0225678562683422,0.8333333333333334,0.0303967901217144,-0.0069275008757427,1.1760922941274592,1h-00
ARKG,1h,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=downtrend + state_ext=stretched_down,24,0.0217186722713712,long,0.0217186722713712,0.625,0.0438218962382611,-0.0182667731411089,0.4259274840735077,1h-00
AMD,1h,state_ext=stretched_up + state_slope=flat + state_vol=low_vol,26,0.0213315736275904,long,0.0213315736275904,0.7307692307692307,0.0301617838228152,-0.0090755768057354,0.7831937439619457,1h-00
AFRM,1h,state_session=lunch + state_ext=stretched_up + state_slope=downtrend,16,0.0211769857128111,long,0.0211769857128111,0.6875,0.0385886398956002,-0.0178537075021705,0.6658574488085978,1h-00
AMAT,1h,cross_TLT_state_ext=stretched_down + state_ext=neutral,36,0.0207275459906274,long,0.0207275459906274,0.6944444444444444,0.0341438686475011,-0.0092941106564116,0.5479877002563597,1h-00
ARKG,1h,state_vix=vix_high + state_session=morning + state_ext=stretched_down,34,0.0204895350958325,long,0.0204895350958325,0.7058823529411765,0.0330336255182444,-0.0135363557795322,0.6171238746089479,1h-00
AMD,1h,state_vix=vix_high + state_breadth=breadth_mixed + state_ext=neutral,19,0.0201139027667116,long,0.0201139027667116,0.6842105263157895,0.031395669536261,-0.0151138688569818,0.5323471014413559,1h-00
AAPL,1h,cross_TLT_state_ext=stretched_down + state_ext=stretched_down,18,0.01987897598322,long,0.01987897598322,0.6111111111111112,0.047187398244918,-0.022562609763443,0.42234774949749,1h-00
AMC,1h,cross_TLT_state_ext=stretched_down + state_ext=neutral,21,0.0198444545389177,long,0.0198444545389177,0.6666666666666666,0.0438717245918209,-0.0169174854555981,0.5332875271879688,1h-00
AMAT,1h,state_vix=vix_high + state_ext=stretched_down,62,0.0197288880702296,long,0.0197288880702296,0.8064516129032258,0.0371480843911024,-0.012542105397017,0.6912242063672758,1h-00
AMAT,1h,state_volume=vol_surge + state_ext=neutral + state_slope=flat,44,-0.0194979287796934,short,0.0194979287796934,0.3409090909090909,0.0106314075321404,-0.0321559808195533,-0.4440989457036784,1h-00
AMAT,1h,state_vix=vix_high + state_breadth=breadth_mixed + state_ext=stretched_up,26,0.0194301989820057,long,0.0194301989820057,0.8076923076923077,0.0322672766523468,-0.0121174792294559,0.9747727669058314,1h-00
AMAT,1h,state_vix=vix_high + state_breadth=breadth_weak + state_ext=stretched_down,55,0.0194043924345722,long,0.0194043924345722,0.8,0.0312570717030063,-0.0105652039580082,0.6565725344678487,1h-00
AA,1h,cross_USO_state_ext=stretched_up + cross_TLT_state_slope=uptrend + state_ext=stretched_down,48,0.0193942993971655,long,0.0193942993971655,0.625,0.0349865870277696,-0.0092754789857987,0.4370910578019076,1h-00
ARKG,1h,state_vix=vix_high + state_ext=stretched_down,99,0.0191578576446084,long,0.0191578576446084,0.6565656565656566,0.0414905832464523,-0.0177778486268686,0.5427472902091852,1h-00
AFRM,1h,state_ext=stretched_down + state_slope=uptrend + state_vol=high_vol,16,0.0191161106831682,long,0.0191161106831682,0.6875,0.0337119842055838,-0.0165380954599641,0.5675162097745674,1h-00
AFRM,1h,state_vix=vix_high + state_session=afternoon + state_ext=stretched_up,27,-0.0190075322282326,short,0.0190075322282326,0.2592592592592592,0.0230964636585885,-0.0442435064394465,-0.4833500070695116,1h-00
AMD,1h,state_vix=vix_low + state_breadth=breadth_weak + state_ext=neutral,21,0.0188715241467064,long,0.0188715241467064,0.6666666666666666,0.027876657635455,-0.0085283598555721,0.6802515816736291,1h-00
AA,1h,cross_USO_state_slope=uptrend + cross_TLT_state_slope=uptrend + state_ext=stretched_down,62,0.0186345119329942,long,0.0186345119329942,0.6451612903225806,0.0350698044569685,-0.0125411374030045,0.4496952087867905,1h-00
ARKG,1h,state_vix=vix_high + state_session=afternoon + state_ext=stretched_down,34,0.0185577391270156,long,0.0185577391270156,0.5882352941176471,0.0440611367858094,-0.0229161333131852,0.4459323885205354,1h-00
